Unnamed: 0.1,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Category,Clean_Text,Date
374,Enveloped in serenity while practicing mindfulness by the lake.    ,mindfulness,2017-10-20 08:15:00,Instagram,"['mindfulness', 'laketranquility']",35,70, Canada           ,2017,10,20,8,positive,enveloped in serenity while practicing mindfulness by the lake    ,2017-10-20
375,Chasing dreams like a kite soaring high in the vast open sky.      ,dreamchaser,2021-02-28 13:00:00,Twitter,"['dreamchaser', 'skyhighdreams']",30,60, Australia         ,2021,2,28,13,positive,chasing dreams like a kite soaring high in the vast open sky      ,2021-02-28
376,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,elegance,2018-06-12 20:30:00,Facebook,"['elegance', 'ballroomdance']",28,55, UK               ,2018,6,12,20,positive,spellbound by the elegance of a ballroom dance under crystal chandeliers ,2018-06-12
377,Whimsical delight in a world of fairy tales and magical creatures.  ,whimsy,2016-03-08 14:20:00,Instagram,"['whimsy', 'magicalworld']",20,40, USA             ,2016,3,8,14,positive,whimsical delight in a world of fairy tales and magical creatures  ,2016-03-08
378,Pensive contemplation amid the ancient ruins of a forgotten civilization. ,pensive,2023-04-18 17:10:00,Twitter,"['pensive', 'ancientcivilization']",18,35, Greece           ,2023,4,18,17,neutral,pensive contemplation amid the ancient ruins of a forgotten civilization ,2023-04-18
379,Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,thrill,2020-07-25 12:45:00,Facebook,"['thrill', 'rollercoasteradventure']",22,45, Germany         ,2020,7,25,12,other,embracing the thrill of speed on a rollercoasters exhilarating twists ,2020-07-25
380,Harmony resonates as musicians play a melody of unity and togetherness. ,harmony,2019-11-30 19:30:00,Instagram,"['harmony', 'musicalunity']",35,70, Sweden          ,2019,11,30,19,positive,harmony resonates as musicians play a melody of unity and togetherness ,2019-11-30
381,A burst of creativity in the quiet solitude of an artist's studio.  ,creativity,2015-09-01 16:00:00,Twitter,"['creativity', 'artistshaven']",15,30, Italy           ,2015,9,1,16,positive,a burst of creativity in the quiet solitude of an artists studio  ,2015-09-01
382,Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,radiance,2022-05-05 10:15:00,Facebook,"['radiance', 'springblooms']",25,50, Netherlands     ,2022,5,5,10,positive,radiant joy akin to blooming flowers on a sunkissed spring morning ,2022-05-05
383,A sense of wonder at the vastness of the cosmos on a stargazing night. ,wonder,2018-07-08 23:00:00,Instagram,"['wonder', 'stargazingadventure']",40,80, South Africa    ,2018,7,8,23,positive,a sense of wonder at the vastness of the cosmos on a stargazing night ,2018-07-08
384,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenation,2021-09-20 14:30:00,Twitter,"['rejuvenation', 'seasideescape']",18,35, Spain           ,2021,9,20,14,positive,rejuvenated by the salty breeze and the sound of waves at the seaside ,2021-09-20
385,Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,2016-11-15 11:45:00,Facebook,"['inspiration', 'forestwhispers']",28,55, Portugal        ,2016,11,15,11,positive,whispers of inspiration from the rustling leaves in a serene forest ,2016-11-15
386,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,2020-01-12 18:00:00,Instagram,"['coziness', 'warmwinterevening']",30,60, Switzerland     ,2020,1,12,18,positive,savoring the warmth of a cup of cocoa on a chilly winter evening   ,2020-01-12
387,Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,2017-12-28 19:15:00,Facebook,"['gratitude', 'familylaughter']",22,45, Austria         ,2017,12,28,19,positive,heartfelt gratitude for the laughter shared during a family reunion ,2017-12-28
388,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",adventure,2019-03-02 20:20:00,Twitter,"['adventure', 'culinaryjourney']",35,70, Belgium         ,2019,3,2,20,positive,embarking on a culinary adventure savoring exotic flavors around the world ,2019-03-02
389,Euphoria floods in as the final puzzle piece clicks into place.       ,euphoria,2022-06-08 15:30:00,Instagram,"['euphoria', 'puzzlecompletion']",20,40, Denmark         ,2022,6,8,15,positive,euphoria floods in as the final puzzle piece clicks into place       ,2022-06-08
390,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00,Facebook,"['awe', 'architecturalgrandeur']",18,35, Czech Republic  ,2018,8,18,14,positive,aweinspired by the grandeur of an ancient cathedrals intricate architecture ,2018-08-18
391,Captivated by the ethereal beauty of a field filled with fireflies. ,enchantment,2022-08-10 22:00:00,Instagram,"['enchantment', 'fireflyfield']",25,50, Brazil           ,2022,8,10,22,positive,captivated by the ethereal beauty of a field filled with fireflies ,2022-08-10
392,Immersed in the enchanting melodies of a street musician's violin. ,melodic,2019-04-05 17:30:00,Twitter,"['melodic', 'streetmusic']",18,35, France           ,2019,4,5,17,positive,immersed in the enchanting melodies of a street musicians violin ,2019-04-05
393,Joyful laughter resonates through a lively summer carnival.         ,festivejoy,2020-12-15 15:45:00,Facebook,"['festivejoy', 'summercarnival']",22,45, Japan            ,2020,12,15,15,positive,joyful laughter resonates through a lively summer carnival         ,2020-12-15
394,Exploring the universe within during a mindful meditation session. ,innerjourney,2017-10-20 08:15:00,Instagram,"['innerjourney', 'meditationbliss']",35,70, Canada           ,2017,10,20,8,positive,exploring the universe within during a mindful meditation session ,2017-10-20
395,Soaring like a free spirit on the winds of a coastal cliff.        ,freedom,2021-02-28 13:00:00,Twitter,"['freedom', 'coastaladventure']",30,60, Australia         ,2021,2,28,13,positive,soaring like a free spirit on the winds of a coastal cliff        ,2021-02-28
396,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,dazzle,2018-06-12 20:30:00,Facebook,"['dazzle', 'masqueradeelegance']",28,55, UK               ,2018,6,12,20,positive,dazzled by the elegance of a masquerade balls dazzling costumes ,2018-06-12
397,Whimsical delight in a world of whimsical fairy tales.             ,whimsy,2016-03-08 14:20:00,Instagram,"['whimsy', 'fairytalemagic']",20,40, USA             ,2016,3,8,14,positive,whimsical delight in a world of whimsical fairy tales             ,2016-03-08
398,Reflective contemplation amid the ruins of a forgotten era.        ,reflection,2023-04-18 17:10:00,Twitter,"['reflection', 'forgottenera']",18,35, Greece           ,2023,4,18,17,neutral,reflective contemplation amid the ruins of a forgotten era        ,2023-04-18
399,Riding the adrenaline rush on a rollercoaster's wild twists.      ,adrenaline,2020-07-25 12:45:00,Facebook,"['adrenaline', 'rollercoasterthrills']",22,45, Germany         ,2020,7,25,12,positive,riding the adrenaline rush on a rollercoasters wild twists      ,2020-07-25
400,Harmony resonates as musicians play a symphony of unity.           ,harmony,2019-11-30 19:30:00,Instagram,"['harmony', 'musicalunity']",35,70, Sweden          ,2019,11,30,19,positive,harmony resonates as musicians play a symphony of unity           ,2019-11-30
401,A burst of artistic creativity in the quietude of an artist's studio. ,artisticburst,2015-09-01 16:00:00,Twitter,"['artisticburst', 'studiocreativity']",15,30, Italy           ,2015,9,1,16,positive,a burst of artistic creativity in the quietude of an artists studio ,2015-09-01
402,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,radiance,2022-05-05 10:15:00,Facebook,"['radiance', 'springblooms']",25,50, Netherlands     ,2022,5,5,10,positive,radiant joy akin to blossoming flowers on a sunlit spring morning ,2022-05-05
403,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,wonder,2018-07-08 23:00:00,Instagram,"['wonder', 'stargazingadventure']",40,80, South Africa    ,2018,7,8,23,positive,aweinspired by the vastness of the cosmos on a stargazing night   ,2018-07-08
404,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,rejuvenation,2021-09-20 14:30:00,Twitter,"['rejuvenation', 'seasideescape']",18,35, Spain           ,2021,9,20,14,positive,rejuvenated by the salty breeze and the sound of waves at the seaside ,2021-09-20
405,Whispers of inspiration from the rustling leaves in a serene forest. ,inspiration,2016-11-15 11:45:00,Facebook,"['inspiration', 'forestwhispers']",28,55, Portugal        ,2016,11,15,11,positive,whispers of inspiration from the rustling leaves in a serene forest ,2016-11-15
406,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,coziness,2020-01-12 18:00:00,Instagram,"['coziness', 'warmwinterevening']",30,60, Switzerland     ,2020,1,12,18,positive,savoring the warmth of a cup of cocoa on a chilly winter evening   ,2020-01-12
407,Heartfelt gratitude for the laughter shared during a family reunion. ,gratitude,2017-12-28 19:15:00,Facebook,"['gratitude', 'familylaughter']",22,45, Austria         ,2017,12,28,19,positive,heartfelt gratitude for the laughter shared during a family reunion ,2017-12-28
408,"Embarking on a culinary odyssey, savoring flavors around the world. ",culinaryodyssey,2019-03-02 20:20:00,Twitter,"['culinaryodyssey', 'flavorsaroundtheworld']",35,70, Belgium         ,2019,3,2,20,positive,embarking on a culinary odyssey savoring flavors around the world ,2019-03-02
409,Euphoria floods in as the final puzzle piece fits perfectly.       ,euphoria,2022-06-08 15:30:00,Instagram,"['euphoria', 'perfectpuzzle']",20,40, Denmark         ,2022,6,8,15,positive,euphoria floods in as the final puzzle piece fits perfectly       ,2022-06-08
410,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,awe,2018-08-18 14:45:00,Facebook,"['awe', 'architecturalgrandeur']",18,35, Czech Republic  ,2018,8,18,14,positive,awestruck by the grandeur of an ancient cathedrals intricate architecture ,2018-08-18
411,Curiosity awakened by the mysteries of an ancient archaeological site. ,curiosity,2015-11-08 10:00:00,Instagram,"['curiosity', 'ancientmysteries']",18,35, Australia ,2015,11,8,10,other,curiosity awakened by the mysteries of an ancient archaeological site ,2015-11-08
412,Giddy with excitement as the first snowflakes dance from the sky. ,excitement,2020-12-02 17:30:00,Twitter,"['excitement', 'snowfallmagic']",22,45, Canada         ,2020,12,2,17,positive,giddy with excitement as the first snowflakes dance from the sky ,2020-12-02
413,Contentment envelops as the aroma of freshly baked bread fills the air. ,contentment,2017-06-10 12:15:00,Instagram,"['contentment', 'freshbreadaroma']",28,55, France          ,2017,6,10,12,positive,contentment envelops as the aroma of freshly baked bread fills the air ,2017-06-10
414,Inspired by the resilience of a lone tree standing tall in a storm. ,resilience,2021-04-15 14:20:00,Facebook,"['resilience', 'standingtall']",35,70, USA             ,2021,4,15,14,positive,inspired by the resilience of a lone tree standing tall in a storm ,2021-04-15
415,"Lost in the pages of a captivating novel, transported to another world. ",immersion,2019-09-28 19:45:00,Twitter,"['immersion', 'captivatingnovel']",20,40, UK              ,2019,9,28,19,positive,lost in the pages of a captivating novel transported to another world ,2019-09-28
416,Drenched in nostalgia while flipping through an old family photo album. ,nostalgia,2016-12-05 21:00:00,Instagram,"['nostalgia', 'familyphotoalbum']",25,50, India          ,2016,12,5,21,neutral,drenched in nostalgia while flipping through an old family photo album ,2016-12-05
417,Spark of inspiration ignites like a shooting star in the night sky. ,spark,2018-02-10 23:30:00,Facebook,"['spark', 'inspirationignited']",30,60, Australia      ,2018,2,10,23,positive,spark of inspiration ignites like a shooting star in the night sky ,2018-02-10
418,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,gratitude,2023-02-15 08:30:00,Twitter,"['gratitude', 'warmtea']",18,35, Japan           ,2023,2,15,8,positive,imbued with gratitude for the simple pleasure of a warm cup of tea ,2023-02-15
419,Marveling at the kaleidoscope of colors in a vibrant street market. ,marvel,2015-08-22 15:00:00,Instagram,"['marvel', 'colorfulstreetmarket']",22,45, Brazil          ,2015,8,22,15,positive,marveling at the kaleidoscope of colors in a vibrant street market ,2015-08-22
420,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,serenity,2020-11-20 18:45:00,Facebook,"['serenity', 'tranquilsunset']",28,55, Germany       ,2020,11,20,18,positive,awash with serenity as the sun sets over a tranquil lakeside retreat ,2020-11-20
421,Drowning in sorrow as memories of lost love resurface.            ,heartbreak,2019-08-05 21:00:00,Instagram,"['heartbreak', 'lostlove']",15,30, USA             ,2019,8,5,21,negative,drowning in sorrow as memories of lost love resurface            ,2019-08-05
422,Numbness sets in as the weight of loneliness grows heavier.       ,loneliness,2021-02-12 16:45:00,Twitter,"['loneliness', 'heavyheart']",18,35, Canada          ,2021,2,12,16,negative,numbness sets in as the weight of loneliness grows heavier       ,2021-02-12
423,"Tears fall like raindrops, mourning the end of a cherished friendship. ",grief,2020-11-28 14:20:00,Facebook,"['grief', 'lostfriendship']",22,45, UK              ,2020,11,28,14,negative,tears fall like raindrops mourning the end of a cherished friendship ,2020-11-28
424,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",despair,2016-05-15 22:30:00,Instagram,"['despair', 'endlessdarkness']",28,55, Australia        ,2016,5,15,22,negative,despair clouds the mind feeling adrift in an endless sea of darkness ,2016-05-15
425,"Shattered by betrayal, trust crumbles like fragile glass.          ",betrayal,2018-09-10 13:15:00,Twitter,"['betrayal', 'shatteredtrust']",22,45, Germany         ,2018,9,10,13,negative,shattered by betrayal trust crumbles like fragile glass          ,2018-09-10
426,"Aching heart, the symphony of pain plays in the silence of solitude. ",suffering,2022-03-20 19:30:00,Facebook,"['suffering', 'heartachesymphony']",25,50, Brazil          ,2022,3,20,19,negative,aching heart the symphony of pain plays in the silence of solitude ,2022-03-20
427,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",emotionalstorm,2017-07-18 17:45:00,Instagram,"['emotionalstorm', 'sadnesswhirlwind']",30,60, India          ,2017,7,18,17,negative,emotional storm a whirlwind of sadness engulfs every thought    ,2017-07-18
428,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",regret,2018-12-15 10:00:00,Twitter,"['regret', 'hauntedpast']",18,35, France         ,2018,12,15,10,negative,haunted by regrets the ghost of the past lingers relentlessly   ,2018-12-15
429,"Torn apart by grief, the echoes of loss reverberate through the soul. ",grief,2015-06-28 21:15:00,Facebook,"['grief', 'tornapart']",28,55, Italy         ,2015,6,28,21,negative,torn apart by grief the echoes of loss reverberate through the soul ,2015-06-28
430,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",isolation,2020-04-02 14:20:00,Instagram,"['isolation', 'emotionalwinter']",35,70, Japan       ,2020,4,2,14,negative,isolation deepens an emotional winter where warmth is but a distant memory ,2020-04-02
431,"Soul-crushing disappointment, hopes shattered like fragile glass. ",disappointment,2019-10-08 18:30:00,Twitter,"['disappointment', 'crushedhopes']",20,40, Spain        ,2019,10,8,18,negative,soulcrushing disappointment hopes shattered like fragile glass ,2019-10-08
432,"Painful echoes of a love once cherished, now lost in the abyss of time. ",lostlove,2016-11-22 09:45:00,Facebook,"['lostlove', 'painfulechoes']",22,45, Netherlands  ,2016,11,22,9,negative,painful echoes of a love once cherished now lost in the abyss of time ,2016-11-22
433,"Heartache deepens, a solitary journey through the abyss of despair. ",despair,2022-08-18 22:00:00,Instagram,"['despair', 'abyssofheartache']",40,80, South Africa ,2022,8,18,22,negative,heartache deepens a solitary journey through the abyss of despair ,2022-08-18
434,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",melancholy,2017-03-12 23:30:00,Twitter,"['melancholy', 'quietserenade']",18,35, UK         ,2017,3,12,23,neutral,melancholy lingers a bittersweet serenade in the quietude of solitude ,2017-03-12
435,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",bitterness,2015-12-15 16:15:00,Facebook,"['bitterness', 'woundedheart']",25,50, Australia   ,2015,12,15,16,negative,bitterness like a poison seeping into every crevice of the wounded heart ,2015-12-15
436,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",exhaustion,2021-09-05 13:30:00,Instagram,"['exhaustion', 'crushedspirit']",35,70, Canada     ,2021,9,5,13,negative,emotional exhaustion the weight of the world crushing weary shoulders ,2021-09-05
437,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",sorrow,2018-05-22 20:45:00,Twitter,"['sorrow', 'symphonyofloss']",18,35, Germany     ,2018,5,22,20,negative,sorrowful echoes a symphony of pain played by the strings of loss ,2018-05-22
438,"Darkness descends, engulfing the soul in the shadows of despair.  ",darkness,2016-07-10 18:20:00,Facebook,"['darkness', 'soulengulfed']",28,55, USA         ,2016,7,10,18,negative,darkness descends engulfing the soul in the shadows of despair  ,2016-07-10
439,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",desperation,2019-04-30 14:00:00,Instagram,"['desperation', 'glimmerofhope']",22,45, France    ,2019,4,30,14,negative,desperation whispers the silent plea for a glimmer of hope in the abyss ,2019-04-30
440,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",ruins,2022-01-08 11:30:00,Twitter,"['ruins', 'shattereddreams']",20,40, Brazil     ,2022,1,8,11,negative,heart in ruins the remnants of shattered dreams scattered in the wind ,2022-01-08
441,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",desolation,2017-09-10 19:15:00,Twitter,"['desolation', 'scatteredhope']",20,40, Australia ,2017,9,10,19,negative,shattered by the echoes of a shattered dream fragments of hope scattered ,2017-09-10
442,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",regret,2022-04-18 11:30:00,Instagram,"['regret', 'pathofremorse']",25,50, Canada ,2022,4,18,11,negative,avoiding the thorns of regret walking barefoot on the path of remorse ,2022-04-18
443,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",grief,2018-12-05 21:45:00,Facebook,"['grief', 'lostjoyfootsteps']",18,35, USA ,2018,12,5,21,negative,in the labyrinth of grief the walls echo with the footsteps of lost joy ,2018-12-05
444,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",loneliness,2016-06-28 14:20:00,Twitter,"['loneliness', 'crashingwaves']",22,45, UK ,2016,6,28,14,negative,a soul adrift in the sea of solitude waves of loneliness crashing relentlessly ,2016-06-28
445,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",bitterness,2019-10-22 17:00:00,Instagram,"['bitterness', 'stainedtrust']",15,30, Germany ,2019,10,22,17,negative,the bitterness of betrayal a taste that lingers staining the palate of trust ,2019-10-22
446,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",desolation,2021-03-15 22:45:00,Facebook,"['desolation', 'whisperedloss']",28,55, Brazil ,2021,3,15,22,negative,in the ruins of hope echoes of shattered dreams whisper tales of loss ,2021-03-15
447,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",heartbreak,2017-08-10 19:30:00,Twitter,"['heartbreak', 'rippleofdespair']",22,45, France ,2017,8,10,19,negative,sinking like a stone in the ocean of heartbreak each ripple a sigh of despair ,2017-08-10
448,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",grief,2023-01-28 14:30:00,Instagram,"['grief', 'silenttears']",30,60, India ,2023,1,28,14,negative,tears the ink staining the pages of a journal a testament to silent grief ,2023-01-28
449,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",betrayal,2016-12-12 10:00:00,Facebook,"['betrayal', 'reverberatingpromises']",25,50, Italy ,2016,12,12,10,negative,in the wasteland of lost trust the echoes of broken promises reverberate ,2016-12-12
450,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",resilience,2020-07-18 15:15:00,Twitter,"['resilience', 'tightropewalk']",35,70, Japan ,2020,7,18,15,positive,avoiding the shards of shattered dreams walking the tightrope of resilience ,2020-07-18
451,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",isolation,2022-05-20 20:30:00,Instagram,"['isolation', 'silentsolitude']",30,60, South Africa ,2022,5,20,20,negative,suffocating in the silence of solitude where echoes of laughter once thrived ,2022-05-20
452,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",regret,2019-11-08 14:45:00,Twitter,"['regret', 'fadingpossibilities']",18,35, Spain ,2019,11,8,14,negative,haunted by the specter of lost possibilities a ghost that refuses to fade away ,2019-11-08
453,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",despair,2017-03-28 22:00:00,Facebook,"['despair', 'endlessreverberation']",28,55, Australia ,2017,3,28,22,negative,in the labyrinth of despair the echoes of a broken heart reverberate endlessly ,2017-03-28
454,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",sorrow,2020-09-15 18:15:00,Instagram,"['sorrow', 'autumnleaves']",22,45, Canada ,2020,9,15,18,negative,sinking like autumn leaves in the river of sorrow carried away by the current ,2020-09-15
455,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",desolation,2018-06-10 13:30:00,Twitter,"['desolation', 'shatteredhopes']",20,40, UK ,2018,6,10,13,negative,in the garden of broken dreams petals fall a silent testimony to shattered hopes ,2018-06-10
456,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",grief,2016-12-22 21:45:00,Facebook,"['grief', 'lostlovelonging']",25,50, USA ,2016,12,22,21,negative,tears the currency of grief spent in the marketplace of lost love and longing ,2016-12-22
457,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",betrayal,2021-01-05 16:20:00,Instagram,"['betrayal', 'closingwalls']",15,30, Germany ,2021,1,5,16,negative,wandering in the maze of betrayal the walls closing in with every wrong turn ,2021-01-05
458,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",heartbreak,2019-04-18 11:00:00,Twitter,"['heartbreak', 'calmafterstorm']",22,45, Brazil ,2019,4,18,11,negative,a soul weathered by the storm of heartbreak seeking refuge in the calm after ,2019-04-18
459,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",despair,2017-08-28 19:30:00,Facebook,"['despair', 'unraveledhope']",18,35, India ,2017,8,28,19,negative,in the tapestry of despair threads of hope unravel leaving a portrait of sorrow ,2017-08-28
460,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",loss,2023-02-10 14:30:00,Instagram,"['loss', 'silentsurrender']",28,55, France ,2023,2,10,14,negative,like a withered rose in the garden of love petals fall a silent surrender to time ,2023-02-10
461,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",heartache,2022-07-10 22:15:00,Instagram,"['heartache', 'lovesonglonging']",30,60, Japan ,2022,7,10,22,negative,in the void of heartache echoes of a love song play each note a pang of longing ,2022-07-10
462,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",nostalgia,2019-05-15 21:30:00,Twitter,"['nostalgia', 'cherishedmemories']",18,35, Italy ,2019,5,15,21,neutral,nostalgia a bittersweet dance in the moonlit ballroom of cherished memories ,2019-05-15
463,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",grief,2018-11-28 14:00:00,Facebook,"['grief', 'melancholicmelody']",22,45, Germany ,2018,11,28,14,negative,in the symphony of grief each tear is a note composing a melancholic melody ,2018-11-28
464,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",betrayal,2021-03-02 17:45:00,Instagram,"['betrayal', 'poisonedtrust']",25,50, Canada ,2021,3,2,17,negative,betrayal a venomous serpent slithering through the garden of trust poisoning roots ,2021-03-02
465,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",despair,2016-10-18 19:30:00,Twitter,"['despair', 'deepdescent']",20,40, USA ,2016,10,18,19,negative,sinking in the quicksand of despair the harder you fight the deeper you descend ,2016-10-18
466,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",desolation,2020-08-15 12:30:00,Facebook,"['desolation', 'untoldsorrows']",28,55, France ,2020,8,15,12,negative,wandering through the cemetery of lost dreams tombstones marking untold sorrows ,2020-08-15
467,"Swept away by the river of regret, the currents of the past refusing to release. ",regret,2017-04-28 16:20:00,Instagram,"['regret', 'pastcurrents']",18,35, UK ,2017,4,28,16,negative,swept away by the river of regret the currents of the past refusing to release ,2017-04-28
468,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",loss,2019-09-10 21:00:00,Twitter,"['loss', 'forgottenlove']",22,45, Australia ,2019,9,10,21,negative,whispers of lost love linger in the attic of the heart forgotten but not erased ,2019-09-10
469,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",betrayal,2022-01-28 13:45:00,Facebook,"['betrayal', 'shatteredvows']",15,30, Brazil ,2022,1,28,13,negative,in the gallery of broken promises each shattered vow framed a painful exhibition ,2022-01-28
470,"The echoes of solitude, a silent conversation between a soul and its shadows. ",solitude,2016-06-15 22:30:00,Instagram,"['solitude', 'shadowconversation']",30,60, Spain ,2016,6,15,22,negative,the echoes of solitude a silent conversation between a soul and its shadows ,2016-06-15
471,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",joy,2021-08-20 15:45:00,Instagram,"['joy', 'simplemoments']",40,80, USA ,2021,8,20,15,positive,dancing on sunshine each step a celebration of the joy found in simple moments ,2021-08-20
472,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",happiness,2018-04-12 18:30:00,Twitter,"['happiness', 'spiritlifter']",35,70, Canada ,2018,4,12,18,positive,laughter echoes in the air a chorus of happiness that lifts the spirit higher ,2018-04-12
473,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",contentment,2022-02-15 12:20:00,Facebook,"['contentment', 'innerpeace']",25,50, UK ,2022,2,15,12,positive,in the garden of contentment each bloom whispers tales of inner peace and joy ,2022-02-15
474,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",enthusiasm,2019-10-28 14:15:00,Instagram,"['enthusiasm', 'hopefuljourney']",30,60, Australia ,2019,10,28,14,positive,chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm ,2019-10-28
475,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",gratitude,2017-12-22 21:00:00,Twitter,"['gratitude', 'thankfulmelody']",22,45, India ,2017,12,22,21,positive,serenading the stars with a heart full of gratitude a melody of thankfulness ,2017-12-22
476,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",accomplishment,2020-06-10 17:30:00,Facebook,"['accomplishment', 'happinessmilestone']",28,55, Germany ,2020,6,10,17,positive,basking in the glow of accomplishment each milestone a stepping stone to happiness ,2020-06-10
477,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",positivity,2016-09-18 19:45:00,Instagram,"['positivity', 'soulupliftment']",18,35, France ,2016,9,18,19,positive,in the dance of positivity every step is a rhythm uplifting the soul in harmony ,2016-09-18
478,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",joy,2023-03-10 14:30:00,Twitter,"['joy', 'cherishedmoment']",20,40, Japan ,2023,3,10,14,positive,overflowing with joy a cup of laughter shared with friends a moment cherished ,2023-03-10
479,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",kindness,2019-05-05 12:15:00,Facebook,"['kindness', 'lovestitches']",25,50, Brazil ,2019,5,5,12,positive,draped in the warmth of kindness a quilt of compassion stitched with love ,2019-05-05
480,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",friendship,2018-08-28 16:00:00,Instagram,"['friendship', 'camaraderieblooms']",30,60, South Africa ,2018,8,28,16,positive,in the garden of friendships each bloom a testament to the beauty of camaraderie ,2018-08-28
481,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",love,2022-11-15 20:45:00,Twitter,"['love', 'rhythmofaffection']",35,70, USA ,2022,11,15,20,positive,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection ,2022-11-15
482,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",joy,2019-07-02 17:00:00,Instagram,"['joy', 'endlesssmiles']",40,80, Canada ,2019,7,2,17,positive,surrounded by the colors of joy a canvas painted with laughter and endless smiles ,2019-07-02
483,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",excitement,2021-04-18 14:20:00,Facebook,"['excitement', 'ignitedsoul']",30,60, UK ,2021,4,18,14,positive,in the symphony of excitement each note is a burst of energy igniting the soul with fervor ,2021-04-18
484,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",surprise,2023-02-05 19:30:00,Twitter,"['surprise', 'wonderfulmoment']",25,50, Australia ,2023,2,5,19,positive,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder ,2023-02-05
